"Taxa","Prevalence","TotalAbundance","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"Flavobacterium sp. SHINM13",6,234,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","sp. SHINM13"
"Flavobacterium sp. SLB02",13,479,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","sp. SLB02"
"Flavobacterium sp. Sr18",12,424,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","sp. Sr18"
"Flavobacterium sp. WSW3-B6",13,414,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","sp. WSW3-B6"
"Flavobacterium sp. xlx-214",11,2019,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Flavobacterium","sp. xlx-214"
"Formosa agariphila",12,228,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Formosa","agariphila"
"Formosa sediminum",13,293,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Formosa","sediminum"
"Formosa sp. Hel1_31_208",10,154,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Formosa","sp. Hel1_31_208"
"Formosa sp. Hel1_33_131",13,254,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Formosa","sp. Hel1_33_131"
"Formosa sp. Hel3_A1_48",6,128,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Formosa","sp. Hel3_A1_48"
"Formosa sp. L2A11",10,218,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Formosa","sp. L2A11"
"Galbibacter sp. BG1",8,158,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Galbibacter","sp. BG1"
"Gillisia sp. Hel1_33_143",13,283,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Gillisia","sp. Hel1_33_143"
"Gilvibacter sp. SZ-19",11,278,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Gilvibacter","sp. SZ-19"
"Gramella echinicola",8,152,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Gramella","echinicola"
"Gramella flava",12,489,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Gramella","flava"
"Gramella forsetii",13,303,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Gramella","forsetii"
"Gramella fulva",15,551,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Gramella","fulva"
"Gramella salexigens",12,242,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Gramella","salexigens"
"Gramella sp. GC03-9",12,342,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Gramella","sp. GC03-9"
"Gramella sp. MAR_2010_147",7,116,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Gramella","sp. MAR_2010_147"
"Gramella sp. MT6",12,378,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Gramella","sp. MT6"
"Kordia antarctica",15,422,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Kordia","antarctica"
"Kordia sp. SMS9",12,410,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Kordia","sp. SMS9"
"Lacinutrix sp. 5H-3-7-4",10,275,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Lacinutrix","sp. 5H-3-7-4"
"Lacinutrix sp. Bg11-31",9,187,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Lacinutrix","sp. Bg11-31"
"Lacinutrix sp. WUR7",14,280,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Lacinutrix","sp. WUR7"
"Lacinutrix venerupis",9,179,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Lacinutrix","venerupis"
"Leeuwenhoekiella palythoae",9,296,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Leeuwenhoekiella","palythoae"
"Leeuwenhoekiella sp. ZYFB001",7,159,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Leeuwenhoekiella","sp. ZYFB001"
"Lutibacter profundi",11,202,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Lutibacter","profundi"
"Lutibacter sp. A64",11,433,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Lutibacter","sp. A64"
"Lutibacter sp. A80",11,288,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Lutibacter","sp. A80"
"Maribacter cobaltidurans",14,520,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Maribacter","cobaltidurans"
"Maribacter dokdonensis",2,65,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Maribacter","dokdonensis"
"Maribacter hydrothermalis",13,394,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Maribacter","hydrothermalis"
"Maribacter sp. 1_2014MBL_MicDiv",7,391,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Maribacter","sp. 1_2014MBL_MicDiv"
"Maribacter sp. HTCC2170",11,250,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Maribacter","sp. HTCC2170"
"Maribacter sp. MJ134",10,303,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Maribacter","sp. MJ134"
"Mariniflexile sp. TRM1-10",14,420,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Mariniflexile","sp. TRM1-10"
"Marixanthomonas sp. SCSIO 43207",11,215,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Marixanthomonas","sp. SCSIO 43207"
"Mesoflavibacter sp. SCSIO 43206",9,365,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Mesoflavibacter","sp. SCSIO 43206"
"Muricauda aquimarina",14,679,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Muricauda","aquimarina"
"Muricauda aurantiaca",12,356,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Muricauda","aurantiaca"
"Muricauda lutaonensis",15,478,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Muricauda","lutaonensis"
"Muricauda oceani",14,814,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Muricauda","oceani"
"Muricauda ruestringensis",13,399,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Muricauda","ruestringensis"
"Muricauda sp. SCSIO 65647",14,388,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Muricauda","sp. SCSIO 65647"
"Muriicola soli",13,382,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Muriicola","soli"
"Myroides fluvii",11,653,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Myroides","fluvii"
"Myroides odoratimimus",8,464,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Myroides","odoratimimus"
"Myroides odoratus",13,12640,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Myroides","odoratus"
"Myroides phaeus",10,391,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Myroides","phaeus"
"Myroides profundi",7,198,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Myroides","profundi"
"Myroides sp. A21",2,110,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Myroides","sp. A21"
"Myroides sp. ZB35",4,146,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Myroides","sp. ZB35"
"Nonlabens dokdonensis",9,220,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Nonlabens","dokdonensis"
"Nonlabens marinus",9,183,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Nonlabens","marinus"
"Nonlabens ponticola",11,246,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Nonlabens","ponticola"
"Nonlabens sp. Ci31",11,210,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Nonlabens","sp. Ci31"
"Nonlabens sp. Hel1_33_55",12,372,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Nonlabens","sp. Hel1_33_55"
"Nonlabens sp. MB-3u-79",10,164,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Nonlabens","sp. MB-3u-79"
"Nonlabens sp. MIC269",4,202,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Nonlabens","sp. MIC269"
"Nonlabens spongiae",13,433,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Nonlabens","spongiae"
"Oceanihabitans sp. IOP_32",10,298,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Oceanihabitans","sp. IOP_32"
"Olleya aquimaris",10,199,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Olleya","aquimaris"
"Olleya sp. Bg11-27",4,161,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Olleya","sp. Bg11-27"
"Olleya sp. HaHaR_3_96",6,157,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Olleya","sp. HaHaR_3_96"
"Polaribacter haliotis",11,272,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Polaribacter","haliotis"
"Polaribacter litorisediminis",14,467,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Polaribacter","litorisediminis"
"Polaribacter reichenbachii",11,228,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Polaribacter","reichenbachii"
"Polaribacter sejongensis",9,247,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Polaribacter","sejongensis"
"Polaribacter sp. ALD11",10,314,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Polaribacter","sp. ALD11"
"Polaribacter sp. BM10",4,61,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Polaribacter","sp. BM10"
"Polaribacter sp. G4M1",12,370,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Polaribacter","sp. G4M1"
"Polaribacter sp. Hel1_33_78",12,291,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Polaribacter","sp. Hel1_33_78"
"Polaribacter sp. KT 15",6,104,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Polaribacter","sp. KT 15"
"Polaribacter sp. KT25b",12,317,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Polaribacter","sp. KT25b"
"Polaribacter sp. L12M9",9,194,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Polaribacter","sp. L12M9"
"Polaribacter sp. L3A8",12,356,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Polaribacter","sp. L3A8"
"Polaribacter sp. MED152",9,210,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Polaribacter","sp. MED152"
"Polaribacter sp. NJDZ03",10,354,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Polaribacter","sp. NJDZ03"
"Polaribacter sp. Q13",12,361,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Polaribacter","sp. Q13"
"Polaribacter sp. R2A056_3_33",3,130,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Polaribacter","sp. R2A056_3_33"
"Polaribacter sp. SA4-10",13,320,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Polaribacter","sp. SA4-10"
"Polaribacter sp. SA4-12",11,291,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Polaribacter","sp. SA4-12"
"Polaribacter sp. SM13",12,310,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Polaribacter","sp. SM13"
"Polaribacter vadi",12,277,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Polaribacter","vadi"
"Psychroflexus sp. ALD_RP9",9,182,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Psychroflexus","sp. ALD_RP9"
"Psychroflexus torquis",11,184,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Psychroflexus","torquis"
"Psychroserpens sp. NJDZ02",7,150,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Psychroserpens","sp. NJDZ02"
"Pukyongia salina",10,242,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Pukyongia","salina"
"Robiginitalea biformata",15,462,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Robiginitalea","biformata"
"Sabulilitoribacter sp. BrNp1-15",12,247,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Sabulilitoribacter","sp. BrNp1-15"
"Salegentibacter mishustinae",10,457,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Salegentibacter","mishustinae"
"Salegentibacter salegens",14,360,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Salegentibacter","salegens"
"Salegentibacter sp. T436",13,856,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Salegentibacter","sp. T436"
"Sediminicola sp. YIK13",13,232,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Sediminicola","sp. YIK13"
"Seonamhaeicola sp. S2-3",10,250,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Seonamhaeicola","sp. S2-3"
"Siansivirga zeaxanthinifaciens",12,235,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Siansivirga","zeaxanthinifaciens"
"Sinomicrobium sp. HD2P242",15,698,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Sinomicrobium","sp. HD2P242"
"Tamlana carrageenivorans",11,368,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Tamlana","carrageenivorans"
"Tamlana sp. s12",13,491,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Tamlana","sp. s12"
"Tenacibaculum dicentrarchi",11,236,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Tenacibaculum","dicentrarchi"
"Tenacibaculum jejuense",11,278,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Tenacibaculum","jejuense"
"Tenacibaculum maritimum",13,286,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Tenacibaculum","maritimum"
"Tenacibaculum mesophilum",9,218,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Tenacibaculum","mesophilum"
"Tenacibaculum singaporense",12,284,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Tenacibaculum","singaporense"
"Tenacibaculum sp. SZ-18",13,262,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Tenacibaculum","sp. SZ-18"
"Tenacibaculum todarodis",12,277,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Tenacibaculum","todarodis"
"Urechidicola croceus",11,403,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Urechidicola","croceus"
"Wenyingzhuangia fucanilytica",9,276,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Wenyingzhuangia","fucanilytica"
"Winogradskyella forsetii",13,592,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Winogradskyella","forsetii"
"Winogradskyella helgolandensis",11,352,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Winogradskyella","helgolandensis"
"Winogradskyella schleiferi",12,303,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Winogradskyella","schleiferi"
"Winogradskyella sediminis",9,168,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Winogradskyella","sediminis"
"Winogradskyella sp. HaHa_3_26",11,290,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Winogradskyella","sp. HaHa_3_26"
"Winogradskyella sp. J14-2",11,234,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Winogradskyella","sp. J14-2"
"Winogradskyella sp. PC-19",13,260,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Winogradskyella","sp. PC-19"
"Winogradskyella sp. PG-2",9,197,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Winogradskyella","sp. PG-2"
"Zobellia galactanivorans",15,588,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Zobellia","galactanivorans"
"Zunongwangia profunda",13,1325,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Zunongwangia","profunda"
"Zunongwangia sp. SCSIO 43204",13,1046,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Flavobacteriaceae","Zunongwangia","sp. SCSIO 43204"
"Ichthyobacterium seriolicida",11,198,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Ichthyobacteriaceae","Ichthyobacterium","seriolicida"
"Candidatus Sulcia muelleri",12,289,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Schleiferiaceae","Candidatus Sulcia","muelleri"
"Candidatus Walczuchella monophlebidarum",9,180,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Schleiferiaceae","Candidatus Walczuchella","monophlebidarum"
"Croceimicrobium hydrocarbonivorans",15,438,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Schleiferiaceae","Croceimicrobium","hydrocarbonivorans"
"Owenweeksia hongkongensis",14,398,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Schleiferiaceae","Owenweeksia","hongkongensis"
"Apibacter raozihei",13,350,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Apibacter","raozihei"
"Apibacter sp. B2966",3,107,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Apibacter","sp. B2966"
"Apibacter sp. B3706",2,87,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Apibacter","sp. B3706"
"Bergeyella cardium",13,305,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Bergeyella","cardium"
"Chryseobacterium arthrosphaerae",13,898,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium","arthrosphaerae"
"Chryseobacterium aureum",11,388,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium","aureum"
"Chryseobacterium balustinum",13,473,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium","balustinum"
"Chryseobacterium bernardetii",4,168,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium","bernardetii"
"Chryseobacterium camelliae",15,814,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium","camelliae"
"Chryseobacterium carnipullorum",14,711,"Bacteria","Bacteroidetes","Flavobacteriia","Flavobacteriales","Weeksellaceae","Chryseobacterium","carnipullorum"
