"Taxa","Prevalence","TotalAbundance","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"Acinetobacter lwoffii",13,26769,"Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","lwoffii"
"Acinetobacter nosocomialis",9,1471,"Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","nosocomialis"
"Acinetobacter oleivorans",3,1754,"Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","oleivorans"
"Acinetobacter piscicola",11,19149,"Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","piscicola"
"Acinetobacter pittii",14,7739,"Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","pittii"
"Acinetobacter pseudolwoffii",3,482,"Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","pseudolwoffii"
"Acinetobacter radioresistens",12,1372,"Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","radioresistens"
"Acinetobacter schindleri",12,3150,"Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","schindleri"
"Acinetobacter seifertii",13,2656,"Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","seifertii"
"Acinetobacter septicus",3,229,"Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","septicus"
"Acinetobacter shaoyimingii",10,1581,"Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","shaoyimingii"
"Acinetobacter soli",10,879,"Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","soli"
"Acinetobacter sp. 10FS3-1",10,1384,"Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","sp. 10FS3-1"
"Acinetobacter sp. ACNIH1",2,389,"Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","sp. ACNIH1"
"Acinetobacter sp. ACNIH2",11,5635,"Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","sp. ACNIH2"
"Acinetobacter sp. BHS4",2,82,"Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","sp. BHS4"
"Acinetobacter sp. C16S1",3,453,"Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","sp. C16S1"
"Acinetobacter sp. Colony158",3,116,"Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","sp. Colony158"
"Acinetobacter sp. CS-2",11,6633,"Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","sp. CS-2"
"Acinetobacter sp. F9",3,426,"Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","sp. F9"
"Acinetobacter sp. FDAARGOS_724",2,261,"Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","sp. FDAARGOS_724"
"Acinetobacter sp. LoGeW2-3",9,1683,"Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","sp. LoGeW2-3"
"Acinetobacter sp. Marseille-Q1620",14,12217,"Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","sp. Marseille-Q1620"
"Acinetobacter sp. MYb10",2,332,"Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","sp. MYb10"
"Acinetobacter sp. NCu2D-2",7,2511,"Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","sp. NCu2D-2"
"Acinetobacter sp. NEB 394",2,476,"Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","sp. NEB 394"
"Acinetobacter sp. NEB149",4,4633,"Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","sp. NEB149"
"Acinetobacter sp. SCLZS86",3,1396,"Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","sp. SCLZS86"
"Acinetobacter sp. SH20PTE14",4,118238,"Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","sp. SH20PTE14"
"Acinetobacter sp. SWBY1",3,683,"Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","sp. SWBY1"
"Acinetobacter sp. TGL-Y2",6,2071,"Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","sp. TGL-Y2"
"Acinetobacter sp. Tol 5",2,812,"Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","sp. Tol 5"
"Acinetobacter sp. TTH0-4",12,4455,"Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","sp. TTH0-4"
"Acinetobacter sp. WCHA45",3,525,"Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","sp. WCHA45"
"Acinetobacter sp. WCHA55",6,8620,"Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","sp. WCHA55"
"Acinetobacter sp. WCHAc010034",15,7334,"Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","sp. WCHAc010034"
"Acinetobacter sp. WCHAc010052",6,982,"Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","sp. WCHAc010052"
"Acinetobacter sp. WY4",5,3156,"Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","sp. WY4"
"Acinetobacter sp. YH12138",5,115783,"Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","sp. YH12138"
"Acinetobacter sp.",2,578,"Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","sp."
"Acinetobacter tandoii",10,4211,"Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","tandoii"
"Acinetobacter towneri",7,7440,"Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","towneri"
"Acinetobacter ursingii",5,1168,"Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","ursingii"
"Acinetobacter variabilis",7,3840,"Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","variabilis"
"Acinetobacter venetianus",10,1337,"Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","venetianus"
"Acinetobacter wanghuae",5,991,"Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","wanghuae"
"Acinetobacter wuhouensis",9,8175,"Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Acinetobacter","wuhouensis"
"Aquirhabdus parva",11,222,"Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Aquirhabdus","parva"
"Moraxella bovis",10,336,"Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Moraxella","bovis"
"Moraxella bovoculi",12,288,"Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Moraxella","bovoculi"
"Moraxella catarrhalis",9,284,"Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Moraxella","catarrhalis"
"Moraxella cuniculi",10,184,"Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Moraxella","cuniculi"
"Moraxella nonliquefaciens",9,273,"Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Moraxella","nonliquefaciens"
"Moraxella osloensis",15,1690,"Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Moraxella","osloensis"
"Psychrobacter arcticus",5,86,"Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Psychrobacter","arcticus"
"Psychrobacter arenosus",11,305,"Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Psychrobacter","arenosus"
"Psychrobacter cryohalolentis",3,97,"Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Psychrobacter","cryohalolentis"
"Psychrobacter sanguinis",7,190,"Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Psychrobacter","sanguinis"
"Psychrobacter sp. 28M-43",2,44,"Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Psychrobacter","sp. 28M-43"
"Psychrobacter sp. DAB_AL43B",8,230,"Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Psychrobacter","sp. DAB_AL43B"
"Psychrobacter sp. G",4,208,"Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Psychrobacter","sp. G"
"Psychrobacter sp. P11F6",5,243,"Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Psychrobacter","sp. P11F6"
"Psychrobacter sp. P11G3",5,124,"Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Psychrobacter","sp. P11G3"
"Psychrobacter sp. P11G5",3,139,"Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Psychrobacter","sp. P11G5"
"Psychrobacter sp. PraFG1",4,232,"Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Psychrobacter","sp. PraFG1"
"Psychrobacter urativorans",6,164,"Bacteria","Proteobacteria","Gammaproteobacteria","Moraxellales","Moraxellaceae","Psychrobacter","urativorans"
"Flagellatimonas centrodinii",14,500,"Bacteria","Proteobacteria","Gammaproteobacteria","Nevskiales","Sinobacteraceae","Flagellatimonas","centrodinii"
"Sinimarinibacterium sp. NLF-5-8",13,842,"Bacteria","Proteobacteria","Gammaproteobacteria","Nevskiales","Sinobacteraceae","Sinimarinibacterium","sp. NLF-5-8"
"Solimonas sp. K1W22B-7",15,994,"Bacteria","Proteobacteria","Gammaproteobacteria","Nevskiales","Sinobacteraceae","Solimonas","sp. K1W22B-7"
"Sedimenticola thiotaurini",13,358,"Bacteria","Proteobacteria","Gammaproteobacteria","Nevskiales","Steroidobacteraceae","Sedimenticola","thiotaurini"
"Steroidobacter denitrificans",14,537,"Bacteria","Proteobacteria","Gammaproteobacteria","Nevskiales","Steroidobacteraceae","Steroidobacter","denitrificans"
"Alcanivorax dieselolei",14,629,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Alcanivoracaceae","Alcanivorax","dieselolei"
"Alcanivorax pacificus",13,883,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Alcanivoracaceae","Alcanivorax","pacificus"
"Alcanivorax sp. N3-2A",15,698,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Alcanivoracaceae","Alcanivorax","sp. N3-2A"
"Alcanivorax xenomutans",14,636,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Alcanivoracaceae","Alcanivorax","xenomutans"
"Ketobacter alkanivorans",13,410,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Alcanivoracaceae","Ketobacter","alkanivorans"
"Endozoicomonas montiporae",15,614,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Endozoicomonadaceae","Endozoicomonas","montiporae"
"Hahella chejuensis",15,907,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Hahellaceae","Hahella","chejuensis"
"Hahella sp. KA22",15,677,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Hahellaceae","Hahella","sp. KA22"
"Candidatus Carsonella ruddii",10,228,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Candidatus Carsonella","ruddii"
"Candidatus Portiera aleyrodidarum",9,116,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Candidatus Portiera","aleyrodidarum"
"Chromohalobacter salexigens",14,436,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Chromohalobacter","salexigens"
"Cobetia amphilecti",5,428,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Cobetia","amphilecti"
"Cobetia sp. 4B",2,270,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Cobetia","sp. 4B"
"Cobetia sp. cqz5-12",11,683,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Cobetia","sp. cqz5-12"
"Cobetia sp. L2A1",14,468,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Cobetia","sp. L2A1"
"Halomonas aestuarii",14,376,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","aestuarii"
"Halomonas beimenensis",13,456,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","beimenensis"
"Halomonas chromatireducens",13,494,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","chromatireducens"
"Halomonas elongata",12,430,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","elongata"
"Halomonas huangheensis",15,559,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","huangheensis"
"Halomonas hydrothermalis",9,309,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","hydrothermalis"
"Halomonas meridiana",15,1561,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","meridiana"
"Halomonas piezotolerans",13,396,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","piezotolerans"
"Halomonas profundi",13,338,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","profundi"
"Halomonas socia",14,600,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","socia"
"Halomonas sp. 1513",15,451,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","sp. 1513"
"Halomonas sp. 18071143",7,413,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","sp. 18071143"
"Halomonas sp. A40-4",11,255,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","sp. A40-4"
"Halomonas sp. FeN2",12,360,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","sp. FeN2"
"Halomonas sp. GFAJ-1",13,358,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","sp. GFAJ-1"
"Halomonas sp. GT",4,98,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","sp. GT"
"Halomonas sp. HG01",12,388,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","sp. HG01"
"Halomonas sp. hl-4",3,358,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","sp. hl-4"
"Halomonas sp. JS92-SW72",12,536,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","sp. JS92-SW72"
"Halomonas sp. KO116",14,617,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","sp. KO116"
"Halomonas sp. MCCC 1A13316",14,348,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","sp. MCCC 1A13316"
"Halomonas sp. N3-2A",4,92,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","sp. N3-2A"
"Halomonas sp. NyZ770",2,64,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","sp. NyZ770"
"Halomonas sp. PGE1",10,726,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","sp. PGE1"
"Halomonas sp. R57-5",10,350,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","sp. R57-5"
"Halomonas sp. SH5A2",10,158,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","sp. SH5A2"
"Halomonas sp. SS10-MC5",3,317,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","sp. SS10-MC5"
"Halomonas sp. TD01",8,191,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","sp. TD01"
"Halomonas sp. THAF12",12,758,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","sp. THAF12"
"Halomonas sp. THAF5a",13,502,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","sp. THAF5a"
"Halomonas sp. Y2R2",15,554,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","sp. Y2R2"
"Halomonas sp. YLGW01",14,488,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","sp. YLGW01"
"Halomonas subglaciescola",14,500,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","subglaciescola"
"Halomonas sulfidivorans",14,439,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","sulfidivorans"
"Halomonas tianxiuensis",15,640,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","tianxiuensis"
"Halomonas titanicae",13,1873,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","titanicae"
"Halomonas venusta",7,158,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halomonas","venusta"
"Halotalea alkalilenta",14,661,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Halotalea","alkalilenta"
"Kushneria konosiri",10,345,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Kushneria","konosiri"
"Kushneria marisflavi",14,398,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Kushneria","marisflavi"
"Kushneria phosphatilytica",15,404,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Kushneria","phosphatilytica"
"Pistricoccus aurantiacus",13,366,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Pistricoccus","aurantiacus"
"Salinicola tamaricis",13,596,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Salinicola","tamaricis"
"Zymobacter palmae",15,403,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Halomonadaceae","Zymobacter","palmae"
"Litoricola lipolytica",10,208,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Litoricolaceae","Litoricola","lipolytica"
"Amphritea japonica",11,362,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Amphritea","japonica"
"Bacterioplanes sanyensis",11,258,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Bacterioplanes","sanyensis"
"Bermanella marisrubri",15,516,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Bermanella","marisrubri"
"Marinobacterium aestuarii",15,780,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Marinobacterium","aestuarii"
"Marinobacterium georgiense",15,796,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Marinobacterium","georgiense"
"Marinobacterium sediminicola",12,342,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Marinobacterium","sediminicola"
"Marinobacterium sp. LSUCC0821",12,240,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Marinobacterium","sp. LSUCC0821"
"Marinomonas algicola",12,202,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Marinomonas","algicola"
"Marinomonas arctica",10,206,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Marinomonas","arctica"
"Marinomonas foliarum",7,161,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Marinomonas","foliarum"
"Marinomonas mediterranea",9,189,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Marinomonas","mediterranea"
"Marinomonas posidonica",9,166,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Marinomonas","posidonica"
"Marinomonas primoryensis",12,219,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Marinomonas","primoryensis"
"Marinomonas profundi",12,223,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Marinomonas","profundi"
"Marinomonas sp. A3A",11,252,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Marinomonas","sp. A3A"
"Marinomonas sp. CT5",11,210,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Marinomonas","sp. CT5"
"Marinomonas sp. FW-1",11,180,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Marinomonas","sp. FW-1"
"Neptunomonas concharum",10,200,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Neptunomonas","concharum"
"Neptunomonas japonica",14,386,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Neptunomonas","japonica"
"Neptunomonas phycophila",11,236,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Neptunomonas","phycophila"
"Nitrincola iocasae",15,516,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Nitrincola","iocasae"
"Thalassolituus oleivorans",15,510,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Thalassolituus","oleivorans"
"Venatorbacter cucullus",13,462,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oceanospirillaceae","Venatorbacter","cucullus"
"Oleiphilus messinensis",11,328,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Oleiphilaceae","Oleiphilus","messinensis"
"Gynuella sunshinyii",15,502,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Saccharospirillaceae","Gynuella","sunshinyii"
"Reinekea forsetii",11,256,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Saccharospirillaceae","Reinekea","forsetii"
"Saccharospirillum mangrovi",14,510,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Saccharospirillaceae","Saccharospirillum","mangrovi"
"Spartinivicinus ruber",12,260,"Bacteria","Proteobacteria","Gammaproteobacteria","Oceanospirillales","Zooshikellaceae","Spartinivicinus","ruber"
"Candidatus Thioglobus sp. NP1",8,706,"Bacteria","Proteobacteria","Gammaproteobacteria","Orbales","Celerinatantimonadaceae","Candidatus Thioglobus","sp. NP1"
"Candidatus Nardonella endosymbiont of Sipalinus gigas",2,22,"Bacteria","Proteobacteria","Gammaproteobacteria","Orbales","Orbaceae","Candidatus Nardonella","endosymbiont of Sipalinus gigas"
"Candidatus Thioglobus autotrophicus",6,82,"Bacteria","Proteobacteria","Gammaproteobacteria","Orbales","Orbaceae","Candidatus Thioglobus","autotrophicus"
"Candidatus Vesicomyosocius sp. SY067_SCS001",3,56,"Bacteria","Proteobacteria","Gammaproteobacteria","Orbales","Orbaceae","Candidatus Vesicomyosocius","sp. SY067_SCS001"
"Frischella perrara",10,775,"Bacteria","Proteobacteria","Gammaproteobacteria","Orbales","Orbaceae","Frischella","perrara"
"Gilliamella apicola",12,1169,"Bacteria","Proteobacteria","Gammaproteobacteria","Orbales","Orbaceae","Gilliamella","apicola"
"Gilliamella sp. ESL0405",9,199,"Bacteria","Proteobacteria","Gammaproteobacteria","Orbales","Orbaceae","Gilliamella","sp. ESL0405"
"Gilliamella sp. ESL0441",10,289,"Bacteria","Proteobacteria","Gammaproteobacteria","Orbales","Orbaceae","Gilliamella","sp. ESL0441"
"Gilliamella sp. ESL0443",8,146,"Bacteria","Proteobacteria","Gammaproteobacteria","Orbales","Orbaceae","Gilliamella","sp. ESL0443"
"Zophobihabitans entericus",9,232,"Bacteria","Proteobacteria","Gammaproteobacteria","Orbales","Orbaceae","Zophobihabitans","entericus"
"Actinobacillus delphinicola",9,204,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Actinobacillus","delphinicola"
"Actinobacillus equuli",8,146,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Actinobacillus","equuli"
"Actinobacillus indolicus",6,189,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Actinobacillus","indolicus"
"Actinobacillus pleuropneumoniae",14,1024,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Actinobacillus","pleuropneumoniae"
"Actinobacillus porcitonsillarum",7,588,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Actinobacillus","porcitonsillarum"
"Actinobacillus sp. GY-402",14,676,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Actinobacillus","sp. GY-402"
"Actinobacillus suis",9,233,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Actinobacillus","suis"
"Aggregatibacter actinomycetemcomitans",15,569,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Aggregatibacter","actinomycetemcomitans"
"Aggregatibacter aphrophilus",13,365,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Aggregatibacter","aphrophilus"
"Aggregatibacter segnis",2,42,"Bacteria","Proteobacteria","Gammaproteobacteria","Pasteurellales","Pasteurellaceae","Aggregatibacter","segnis"
